,Date Published,Overall Rating,Passenger Country,Trip_verified,Comment title,Comment,Aircraft,Type Of Traveller,Seat Type,Origin,Destination,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,Inflight Entertainment,Wifi & Connectivity
1469,2015-10-31,9,Romania,,"""clean planes with enough legroom""","Used this new route (CIA-OTP) for a city-break in Rome. Decent price and convenient sheduled times. No problem to use Ryanair's new site and print the boarding passes. Both flights departed on time and landed ahead of shedule, ground staff was polite and efficient, and crews were attentive and professional. Clean planes with enough legroom, uneventful pleasant flights. I was happy to use Ciampino Airport instead Fiumicino to reach Rome city center. I hope Ryanair will increase their operations in Bucharest or even build a base there.",Boeing 737-800,Family Leisure,Economy Class,Bucharest Otopeni,Rome Ciampino,October 2015,4.0,5.0,3.0,5.0,5.0,yes,,
1470,2015-10-30,1,United States,,"""either walk or not go there""","I was a little surprised by the high cost of the ""lower fares"" Ryanair to fly one way from Pisa to London but didn't give it much thought. I made the supreme mistake of not checking in on ine prior to arriving at the airport. I was told that before I could receive the boarding passes it would cost another 45 euros each my wife and myself. It's mandatory. This, after I had paid for the tickets online with my visa card. Not having a choice, I coughed up the 90 euros so we could catch a connecting flight with an ethical airline company. I am a 71 yr old retired business man with many transactions under my belt but have never in my 50 years of business been the victim of extortion. Ryanair is no longer a ""lower fares"", honest, ethical or even decent airline with which to do business. If I should ever find myself in the position of having to fly to a place served only by Ryanair, I will either walk or not go there. If I could post this with less than one star, I would.",,Couple Leisure,Economy Class,Pisa,London,September 2015,1.0,1.0,1.0,1.0,1.0,no,1.0,1.0
1471,2015-10-30,6,Netherlands,,"""you know what to expect""","Flew Ryanair for a business trip to Dublin. Chose Ryanair over airlines departing from Schiphol, because Eindhoven Airport is more convenient (small airport, with very fast check in/customs, boarding and luggage delivery - from landing to car in 20 mins). With Ryanair you know what to expect. Cramped seats and except for carry-on luggage, everything else will cost you. Value for money is good though, especially if you book in time and don't need to bring much luggage. Both flights were uneventful and arrived on time. The flight from Dublin to Eindhoven (Friday) was however boarded by a rather large group of semi-drunk Irish (wo)men who continued their drinking during the flight, had to use the toilets all the time and blocked the aisle. Headphones provided a welcome layer of isolation. For some reason, on the return flight there was more cabin luggage than could be fitted in the lockers. This was solved by putting whatever wouldn't fit on the floor of some free seats. Not sure if this is standard procedure, seemed a bit odd. Anyway, it was the standard Ryanair experience. If you don't mind the lack of comfort and service, it is perfectly fine for a couple of hours and good value for money.",Boeing 737-800,Business,Economy Class,Eindhoven,Dublin,October 2015,2.0,3.0,,4.0,4.0,yes,,
1472,2015-10-29,6,France,,"""easiest way to fly short haul""","I think Ryanair is the easiest way to fly short haul in Europe. First of all it's a low cost so it's very cheap and very easy. But the problem is that because they're a low cost airline, they charge for everything, including food, luggage and a lot more.",Boeing 737-800,Family Leisure,Economy Class,Rodez,London Stansted,April 2015,4.0,3.0,2.0,4.0,5.0,no,,
1473,2015-10-29,1,Slovenia,,"""never again Ryanair""","Bari to Trieste with a 9hr 32mins delay. Never again with Ryanair. We were on plane on time already and because of an technical problem we have to go off again. That's ok, but than started our all day waiting in an unorganized airport of Bari. Frst they tell us that the new flight time will be 5:25pm, but they have know already that won't be before 7:40pm.",,Family Leisure,Economy Class,Bari,Trieste,October 2015,2.0,2.0,1.0,2.0,3.0,no,,
1474,2015-10-29,2,Spain,,"""rule changes have been for the worse""","Rule changes at this airline have been definitely for the worse. At check-in if you do not pay extra for a seat selection you will be assigned the worst seat available. Some rows will remain completely empty but you will be asked to stay in your assigned seat and fly squeezed between two passengers. A second problem is that in order to be more customer friendly Ryanair now allows or does not care anymore if you take two or more pieces of luggage into the cabin. Some are huge and well over the size allowance. The result is either you board early or you will not find space for your small piece of luggage anymore. Boarding early does not help if you carry a soft bag as you will later see that the crew even help to squeeze hard suitcases into the overhead holds not caring about the content of your soft suitcase. On this fight I was shocked to see that about 15 very big suitcases were stored in empty rows placed in the free space between rows, the aircraft was about to take off when the chief assistant asked the assistants to remove the bags and place them elsewhere. Bags and suitcases were not put under the seats either, most of them were just put between seats.",Boeing 737,Solo Leisure,Economy Class,HHN,SDR,October 2015,2.0,1.0,,3.0,4.0,no,,
1475,2015-10-27,5,United States,,"""I was pleasantly surprised""","I was expecting this airline to be extremely terrible. I had seen reviews online and the planes themselves didn't look very nice. However, I was pleasantly surprised to find that we had a fairly decent flight. The first thing I noticed once I got to my seat was that it didn't have a pocket. I didn't mind but It was a bit bothersome to keep all of my trash in my pocket or on the tray table. There were mid-flight advretisements which I thought was strange (I'm used to flying nicer airlines). However, nothing during the flight bothered me. We arrived 20 minutes early in London and I would have to say that the flight wasn't bad. I would fly it again.",Boeing 737-800,Family Leisure,Economy Class,Ancona Falconara,London Stansted,June 2015,3.0,4.0,,2.0,3.0,yes,,
1476,2015-10-26,3,United Kingdom,,"""nobody to help even though pre-booked""","Tried Ryanair biz plus as I normally go BA, not even a cup of tea. A bun fight in the queue to board and I had asked for disabled assistance both ends. In Dublin nobody to help even though pre-booked, on my return to Dublin complained and was assured there would be no problems at Stansted. On my return there was nobody to meet me, so they let me down twice. Will not use again!",Boeing 737-800,Family Leisure,Business Class,Stansted,Dublin,October 2015,1.0,2.0,,1.0,3.0,no,,
1477,2015-10-26,3,United Kingdom,,"""staff were surly and officious""","Staff associated with Edinburgh airport were fantastic, helping us to clear security quickly and with very good humour. In contrast, Ryanair staff were surly and officious. After a pretence at asking for volunteers to have cabin baggage put into the hold 'free of charge' the staff member decided to pick on the middle of a long line. We explained that the child travelling with us was unwell, having been taking Calpol through the day, and asked if she would not transfer our luggage to the hold, especially as our arrival would be late evening. Asked about how long the delay at baggage reclaim would take, the staff member became very officious and suggested we were arguing with her. We had not been asked to give her our boarding passes until she had become very defensive - ""Are you going to give me your boarding passes?"" - when we handed them over immediately. She was obviously having a bad day, and did not transfer anyone else's baggage to the hold after us. We were left to remove valuables and repack our bags. As someone who works in a customer-focused business, I find it hard to believe that staff can get away with rudeness and off-handed comments on a daily basis. I also note that the baggage label suggested that our baggage would not be covered by Article 4 of the Warsaw Convention. This was not pointed out to us. I will avoid Ryanair at all costs in the future.",,Family Leisure,Economy Class,Edinburgh,Stansted,October 2015,3.0,2.0,,1.0,2.0,no,,
1478,2015-10-26,6,United Kingdom,,"""boarding was a shambles ""","Ryanair flight from Stansted to Pisa was fin,e and crew were good. Boarding was a shambles as the gate had closed before anyone came to process the passengers. People were having their cabin bags taken into the hold at random even though the bags were well within the limit. One passenger sailed through with a backpack the size of small car and the staff said nothing. Makes me wonder why I bother following their rules.",Boeing 737-800,Couple Leisure,Economy Class,STN,PSA,October 2015,2.0,4.0,1.0,2.0,5.0,no,,
1479,2015-10-24,5,United States,,"""familiar with the rules""","Ryanair may have super low price deal, but only if you're familiar with the rules. Make sure to online check in once they send you the mail a few days before the departure date. Otherwise you will be penalized for £45 per person. If you don't print your boarding pass or have their app, there will be a penalty of £15 per ticket. The check in process was pretty lengthy. You have to line up for check in first and then line up again to drop off the package. Make sure to be in airport at least 2.5 hrs earlier.",,Family Leisure,Economy Class,Gatwick,Marseille,October 2015,3.0,4.0,,1.0,4.0,yes,,
1480,2015-10-23,3,United Kingdom,,"""they've lost a sale""","I've just been on Ryanair's re-vamped website. It told me about 4 times that my session had timed out (after being on there only long enough to enter my booking number and email). When I started again from the beginning it told me that there was a problem with a script running on the webpage. Leaving it for some time and starting yet again, it told me that if I wanted to check in it would cost me £5.99 and that free checkin would only be available 5 days prior to my flight. I had been going to book a seat and priority loading both ways. Now I'm not going to bother, so they've lost a sale that they could have had from me.",,Solo Leisure,Economy Class,LGW,DUB,October 2015,,,,3.0,3.0,no,,
1481,2015-10-23,2,United Kingdom,,"""I simply checked times""","Having received an e-ticket which stated: ""Your trip is now fully confirmed"" I arrived at 06.30 hrs and waited for nearly half an hour to book in. When I got to the front of the queue I was informed I would have to go elsewhere and pay £45 because I had not got a Boarding Pass at least 2 hours before the flight left. I ""very reluctantly"" paid the £45, which will be refunded by a Danish University. No other airline I have flown with has made this stipulation, and so having read the words ""fully confirmed"" I simply checked times and flight numbers.",,Business,Economy Class,London,Denmark,October 2015,3.0,3.0,1.0,1.0,2.0,no,,
1482,2015-10-23,3,United Kingdom,,"""didn't know their own rules""","We were called to board on time, this morning, at 7:15am, for an 8am Ryanair departure. All seemed well. We had concerns after being delayed on the outbound flight from Edinburgh, 2 weeks earlier. After standing on a staircase for 10-15 minutes we were told to return to the departure lounge. The staff, not Ryanair, told us there was a problem with the plane and it may take at least an hour to resolve. We received no more updates and the notice boards simply said boarding and gate closed. At approx 9:15, the notice boards stated we had to board again, but from a different gate. The plane was fully boarded by 9:45am. The doors were closed at 10:02am, and we took off at 10:15am. This was a delay of 2 hours and 15 minutes. The captain said it was down to Spanish air traffic control, they told us it was French air traffic control that caused the outbound delay. As Ryanair's terms state that if you are delayed by at least 2 hours, you will receive a text stating your rights, explaining compensation etc. No text received. When I challenged the stewards they said they thought it was 3 hours, not 2! Wow they didn't even know their own rules. They weren't willing to help at all and said I should just complain directly to Ryanair. Which I will be doing. The staff were more interested in selling as many snacks and drinks as possible, rather than apologising for the delay and issuing passengers with a food and drinks voucher.",,Family Leisure,Economy Class,Alicante,Edinburgh,October 2015,3.0,1.0,1.0,1.0,4.0,no,,
1483,2015-10-22,10,United Kingdom,,"""pleasantly surprised""","Stansted to Memmingen return with Ryanair. Both flights almost full and on time. We haven't flown Ryanair for a few years and were pleasantly surprised. The lack of recline in the seats means your space is secure, no seat back in your face as soon as the wheels are up. We only had hand luggage and did not buy any refreshments.",Boeing 737-800,Couple Leisure,Economy Class,STN,FMM,October 2015,5.0,5.0,,5.0,5.0,yes,,
1484,2015-10-21,3,Philippines,,"""must pay for anything""","Initial Ryanair ticket seems to be cheap but you must pay for anything. If you have the bad luck like me to lose your boarding pass you must pay penalty to issue new one. Check-in staff are rude. Onboard seats are too close, you cannot move them front or back. Because the low fare ticket they do not serve anything for free, even water, you must pay for everything. Finally I had the feeling that I was traveling by a bus and not with a plane.",,Solo Leisure,Economy Class,Athens,Chania,September 2015,1.0,3.0,,1.0,1.0,no,,
1485,2015-10-20,9,United Kingdom,,Ryanair customer review,"Staff very pleasant and with no adjustment on seat found the it more comfy as minimised other passenger interference with me. Boarding on the home leg little chaotic due to the logics of no Ryanair ground staff. I read up on onboard limits and stuck to them, so no extras and because little hold luggage loaded, no hold ups that could not be made up in flight.",737300,Couple Leisure,Economy Class,Las Palmas,Luton,October 2015,4.0,5.0,4.0,4.0,4.0,yes,,
1486,2015-10-19,9,United Kingdom,,"""that is good value""","Used Ryanair for many years, never a problem. This was a Bournemouth to Gerona return trip for under £100 return for 2 people all in - that is good value. My only gripe is the new seat allocation, I much preferred 'free seating', but I know I'm in the minority. Out on time, arrived early and return flight on time. Great value, but you do need to read the terms and conditions carefully.",Boeing 737 800,Couple Leisure,Economy Class,Bournemouth,Gerona,October 2015,5.0,5.0,,5.0,5.0,yes,,
1487,2015-10-18,6,United Kingdom,,"""cost difference is now negligible""","Aircraft was clean, we set off within 15 minutes of scheduled time, staff were pleasant and friendly, and kind when I started to have a massive nosebleed! I had a nice cup of coffee on the flight and while it cost 50% more than I might have liked, it was good quality. The flight was not completely full so there were few issues with hand luggage and so on, and I like being able to take two bags with me as this saves a great deal of hassle. Downsides were due to Stansted's overcrowding. There is nowhere to sit while you wait for a flight, as they are rebuilding. The security is chaotic and unnecessarily stressful as they have not invested very intelligently in the screening equipment and they have rather bizarrely chosen hardware that increases rather than reduces processing time. Finally we were somewhat kettled in a holding bay near gate 88 by ground crew without explanation before boarding, while another flight disgorged its passengers, and I think it might have been better for Ryanair to send us down a bit later, as some of the families and older passengers grew uncomfortable with nowhere to sit. The Stansted experience is starting to put me off using EasyJet and Ryanair, and I often choose Heathrow and scheduled flights instead. In Ryanair's case, the cost difference between many of their tickets and a scheduled flight is now negligible and sometimes the scheduled flights are even cheaper and include more, so I wonder if Ryanair will be in business in a few years' time, despite their efforts to be less nasty to passengers.",,Solo Leisure,Economy Class,Stansted,Marseille,October 2015,2.0,5.0,4.0,1.0,2.0,no,,
1488,2015-10-17,8,United Kingdom,,"""aircraft quite new""","I paid £300 for a return trip Manchester to Corfu, including 2x20kg bags. Aircraft quite new and seats adequate, although a bit thin. Cabin could do with a clean between flights. Received emails reminding me to print boarding cards. Crew are like any other airline, friendly and welcoming. Drinks and food a bit pricy but that expected.",Boeing 737-800,Couple Leisure,Economy Class,Manchester,Corfu,October 2015,2.0,4.0,,5.0,5.0,yes,,
1489,2015-10-16,1,United States,,"""type of deceitful behaviour""","I had a negative experience with Ryanair. On arrival to the airport I was informed that I had not checked in online and there would be a 47 Euro charge to do so at that time. They claim they sent me an email alerting me to this request. I then discovered the request at the very bottom of a lengthy email which I needed my reading glasses to see. The email heading was that of a receipt for my flight, following which there were large, bright colored advertisements and after that offers to increase legroom, check in extra baggage etc. All of these were prominently displayed. The heading of the email had nothing to do with checking in online. I was refused boarding unless I paid the extra cash by the haughty person behind the desk - I simply left and took a cab back to Porto. This type of deceitful behavior on the part of Ryanair deserves special mention.",,Solo Leisure,Economy Class,Porto,Faro,September 2015,1.0,1.0,,1.0,1.0,no,,
1490,2015-10-14,1,United States,,"""the pricing is fool's gold""","Cheap airline with no frills flying. Flew Ryanair for the first and last time while in Europe. Had been warned prior but didn't think it would be a bad experience so opted for the 2 hour flight. Had paid for costs including additional baggage upgrades online, but was still asked by gate agents to pay for additional weight (despite internet agent telling me otherwise). Was rather upset with Ryanair. Overall, flight was mediocre and cabin rather dirty (food from prior flight still on floors). Agents not really attentive and overall more concerned with getting flight over with rather than helping customers. Seats were leather but thin and poorly cushioned. Stay away from this airline as the pricing is fool's gold.",,Couple Leisure,Economy Class,Manchester,Milan,August 2015,1.0,2.0,,1.0,1.0,no,,
1491,2015-10-14,2,Germany,,"""did not see a need to read AGBs""","The flying experience was nice and much better than expected, this being my first Ryanair flight. Reason being I had booked a flight (bus flex) for my daughter and her friend (14 and 15 yrs). During the booking no ""warning"" was given and also while trying to checkin, which did not work, no mention of the fact that children under 16 are not allowed to fly without anyone above 16 in company. By chance parents of the friend found out under AGBs that our children are not allowed to fly on their own. With repetitive chat, call and email I am told - it is written in the AGBs! Ridiculous - if you would have children stuck in a foreign country without money and place to live you give a damn to AGBs which are almost always ignored anyway. I had to break my schedule, spend hundreds of Euros to just pick up the two experienced travellers vs many above 16 I know who cannot travel alone. If Ryanair wants to stick to this ridiculous rule, they ought to find a way to cleary and ""loudly"" inform during the booking. If I had not been able to pick them up, the expensive bus flex tickets would also go waste. All just because I did not see a need to read the AGBs!",,Family Leisure,Economy Class,Bournemouth,Palma,October 2015,3.0,3.0,,5.0,5.0,yes,,
1492,2015-10-13,7,Spain,,"""departure on time""","Aircraft clean and departure on time. Check in was ok, but ground staff not very customer service oriented. Cabin crew gave a friendly welcome when boarding. During flight no free foods/drinks, but for sale. After service was finished I noticed two of the cabin crew sitting on boxes in the galley playing games on mobile phones which is not very professional.  I gave 5 star for seat comfort as I booked a seat in first row / emergency exit row with a lot of leg room.",Boeing 737-800,Solo Leisure,Economy Class,PMI,HHN,October 2015,5.0,1.0,,5.0,5.0,yes,,
1493,2015-10-12,1,United Kingdom,,"""never again with Ryanair""","We haven't flown yet, the flight fr5995 from Madrid to Stansted due to go at 13.35 was first delayed 6 hours, and now due to go at 23.30 - its now 18.40. No info or updates, one measly food voucher that covers a sandwich and coffee. They could have let us all on a later flight and put those people on our later one, but that would have meant 2 plane loads of disgruntled travellers. Never again with Ryanair.",,Couple Leisure,Economy Class,Madrid,Stansted,October 2015,1.0,1.0,,1.0,1.0,no,,
1494,2015-10-12,2,United Kingdom,,"""flying at its least pleasurable""","Utterly stripped-down and basic flight as usual. Very restricted legroom. No hot drinks, not good for a 3.5 hour flight. And why allow huge hand luggage into the cabin then demand that people with smaller bags put them under their seat when there's hardly any legroom? Ryanair is flying at its least pleasurable.",,Couple Leisure,Economy Class,Malta,East Midlands,October 2015,1.0,1.0,1.0,3.0,2.0,no,1.0,1.0
1495,2015-10-12,10,United Kingdom,,"""went out of their way to accommodate""",We flew Ryanair from Bristol to Limoges and returned the following week. This airline went out of their way to accommodate my disabled wife and her equipment.,,Couple Leisure,Economy Class,Limoges,Bristol,September 2015,4.0,5.0,4.0,5.0,5.0,yes,,
1496,2015-10-11,1,United Kingdom,,"""poor customer service""","London to Dinard return. Only fly with them because convenient airport not far away from where I was going. Short flight of 55 minutes. But constant announcement, some crew with poor level of English including the one in charge. Very poor customer service. On landing on the second flight was seated toward the back and heard crew conversation that was not what pax want to hear, then they were more interested in checking their phone than saying good bye to the pax. Very unprofessional. Only consider flying with them if it's convenient but otherwise forget it.",Boeing 737,Solo Leisure,Economy Class,Dinard,London,September 2015,1.0,1.0,,1.0,2.0,no,,
1497,2015-10-11,7,Greece,,"""Overall a pleasant ride""","Smooth and easy day excursion to Rome from Athens which cost 39.98 EUR return. Some lining up, but no delays and arrival on time both ways. Crew are trying to sell products all the time, but not too pushy. Food sales very expensive onboard, so shop your food/drinks before entering the aircraft (for example a bottle of water is 3 EUR, whilst in Athens airport 0,90 and in Ciampino airport 1,50). More relaxed with hold baggage than they used to be. Read the rules carefully, as any mistake can be paid harshly. Overall a pleasant ride.",Boeing 737-800,Solo Leisure,Economy Class,Athens,Rome Ciampino,October 2015,1.0,3.0,,4.0,5.0,yes,,
1498,2015-10-11,9,United Kingdom,,"""a much better experience""","First time on Ryanair for some time. Had previously had ok flights and one awful flight a few years back. Booked Business Plus to get luggage allowance and more leg room included. Confronted with large queue at Lanzarote airport, however this moved pretty fast. Boarding started on time and having priority boarding meant we got to spend longer on a flight of stairs before boarding started. Seat 17b had lots of leg room and was comfortable. The best part of the flight was the Spanish cabin crew who were very good/friendly. Purchased ham/cheese croissant and tea which were both enjoyable, we were kept up to date by flight crew on arrival times and landed on time. Overall a much better experience than before with Ryanair.",Boeing 737-800,Couple Leisure,Economy Class,Arrecife,Birmingham,October 2015,4.0,5.0,4.0,3.0,4.0,yes,,
1499,2015-10-08,7,Ireland,,"""consider flying Ryanair again""","I flew once before with Ryanair and vowed ""never again"". That time, to Nice and they forced me to pay ane xtra €50 as bag was 1 inch (according to them) bigger than the allocated size. What they didn't factor in is a steel bar at the bottom of where you place the bag for size. This time I had no option but to use them to fly to Santander. My nerves were in shreds, thinking I was over allowance etc. (I wasn't). I saw people with three and even four carry-on bags. I would consider flying Ryanair again, but still feel aggrieved that I had to pay €50 when my bag was clearly within the recommended dimensions. I used the same bag this time, no problem - but was annoyed that some people abused the two bag rule!",,Family Leisure,Economy Class,Dublin,Santander,September 2015,3.0,4.0,,3.0,4.0,no,,
1500,2015-10-08,9,Belgium,,"""25 euros for return ticket""","I paid 25 euros for the Ryanair return ticket, plus 5.99 euros to choose my seat 33A on the flight out, I was allocated 18A (for free) on the flight back. I had printed my boarding passes at home, so no problem to reach gate 7. Boarding on time, no hurrry like in the past, as everybody has now a seat number and takes it. Smiling staff at the door. Communication from the flight deck telling us the flight time, altitude, weather en route and at destination. A two hour flight to Warsaw Modlin, without incident. I went to Warsaw with the ""Modlin Bus"" just in front of the small terminal (a50 minutes drive) to the Palace of Culture and Science. The return flight was in the evening. Modlin was a bit crowded, as three flights were departing at the same time. Again, boarding on time, uneventful flight, smiling and friendly cabin crew - I had a coffee (3 euros). The flight was not noisy, on a comfortable seat. Landing on time at Charleroi.",Boeing 737,Solo Leisure,Economy Class,Brussels Charleroi,Warsaw Modlin,September 2015,4.0,5.0,4.0,5.0,5.0,yes,,
1501,2015-10-07,8,Ireland,,"""read the terms and conditions""","Ryanair can be good value for money, but read the terms and conditions. Not enough space for tall people, (pay for extra space seats). Food and beverages onboard flights are a little too expensive. Sometimes Lufthansa is cheaper than Ryanair.",Boeing 737,Couple Leisure,Economy Class,Dublin,Wroclaw,October 2015,4.0,4.0,2.0,3.0,5.0,yes,,
1502,2015-10-07,1,Australia,,"""Don't fly Ryanair""","Flew Ryanair from Birmingham to Dublin in September 2015, flew Business Plus and paid a premium for priority checkin for exit row seats. On arrival, we were advised that we had to checkin at least 2 hours before departure, despite clearly stating that Business Plus fares were excluded from this rule, hence the premium, they than charged 45.00 per person, in total 135 GPB or 297.00 AUD. They wouldn't print the boarding passes until the charged was made to my credit card. We then had to have the seats allocated, at which stage they allocated the same seat to my wife and myself, when we queried, she is no, at which time we advised her to look at the boarding passes, and then she reallocated the seating. On arrival at the gate, we waited in queue under a glass roof which was more like a hothouse, they then open another queue allowing other passengers to board the aircraft, leaving those that had paid the additional fee to wait. It wasn't until the priority boarding queue starting to voice their thoughts that they stopped the other queue boarding. Once onboard, the aircraft seems to be out of the dark ages, excessively old compared to Australian budget airlines. Seats are very narrow and uncomfortable. On seeking a refund for the 135.00, they confirmed the fee was charged incorrectly and would refund. However they wouldn't refund to my credit card, that I would have to wait 3-4 weeks and receive the payment by cheque. I advised that this was not satisfactory and that they should refund the credit to the credit card, at which time they discontinued the conversation and forwarded me to a customer survey. Don't fly Ryanair. There are better budget airlines that deserve your business.",,Family Leisure,Economy Class,Birmingham,Dublin,September 2015,1.0,3.0,,1.0,1.0,no,,
1503,2015-10-07,1,Canada,,"""they added 60$ fees""","I bought 2 Ryanair tickets from Eindhoven to London for 34$ and at the check out instead of 68$ I paid 128.75$ because they added 60$ fees. They don't allow you to check in and print your tickets sooner than 24 hours prior to your flight, so if you are unable to print them when the time comes (it happened in my case since I was in the middle of my trip) they charge you 15euros per itinerary to issue them at the airport which is insane! The staff is rude. We arrived at the airport in the Netherlands and the employee was replying to us in Dutch even though we were talking in English and we made it very clear that we don't understand her. For tickets that were suppose to cost 68$ we paid in total 174$.",,Couple Leisure,Economy Class,Eindhoven,London,September 2015,1.0,1.0,,1.0,1.0,no,1.0,
1504,2015-10-07,4,United Kingdom,,"""departing an awful experience""","We arrived at Stansted Airport in plenty of timing as advised when we booked Ryanair our flight, I could not believe the length of the queue for dropping off the baggage which took ages. After dropping off our suit case we made our way through to security, the queue was horendous where we patiently waited. The minutes ticked past where my partner said we need to board by 08:15, it was 07:50 by this time where we continued to patiently wait. In the end we had to catch a member of staffs attention as it was now 08:10 and the last call for the gate closing was made, we were put to the front of the queue. I have diabetes where I had to hand over my insulin to security as it cannot go through xray, he handed it to a colleague who walked off with it. As I went through my insulin had gone, I asked where's my insulin to which no one knew. I did make some noise about this where I felt I was going to be taken to one side, eventually he pointed me in the right direction to his colleague who had my insulin. After collecting my insulin we had to run from security to gate 30 along with many others, it was horendous. We were a few of the last ones allowed through the gate that morning where the flight was clearly late. Ryanair should have prioritised the passengers who were queuing to get through in time, from arrival to the airport we stood for over 2 hours waiting in queues. Ryanair had a nuber of gates closed on the morning we departed which needs to be addressed, if we had missed our flight we would have had to pay for another one.  Cabin crew were fantastic hence my rating, however departing was an awful experience which needs to be addressed.",,Couple Leisure,Economy Class,Stansted,Krakow,October 2015,4.0,5.0,4.0,1.0,3.0,no,1.0,
1505,2015-10-07,2,Ireland,,"""I got stung for 50 euros""","Do not book your Ryanair flights through EDreams. They charged me £20 for baggage and for booking the flight. It is a rip off, when I got to the check in. I was told I did not book my bag in and I got stung for 50 euros. Why does Ryanair let a company like this promote them? EDreams can only be contacted via a high premium number and their email is no reply. I know if you get it right with Ryanair it can be a good deal. But the stress involved is not worth it. I would rather pay more next time and have peace of mind.",,Solo Leisure,Economy Class,Dublin,Bristol,August 2015,1.0,1.0,,1.0,1.0,no,1.0,
1506,2015-10-06,1,Argentina,,"""intentionally difficult to find ""","I had not done the Ryanair check in online and got charged 45 Euros at the airport just for filling in a form. I feel like this is intentionally difficult to find while buying the ticket. It is also a very ""unusual"" charge, you are used to paying for more luggage, but it's the first time ever I got charged for not checking in in advance. I hate surprises as a customer, and I do believe they make it difficult for you to find this information on purpose and then benefit from the extra dollars, once you cannot get out of the situation. There's no way to justify a 45 euro charge for printing a boarding pass and checking a passanger in. Almost nobody's 5 minutes are that expensive. It felt close to a scam.",,Solo Leisure,Economy Class,PMI,MAD,September 2015,3.0,3.0,,1.0,2.0,no,,
1507,2015-10-04,3,Australia,,"""appalled by their behaviour""","Never again. Not only did they charge me 50 euro at the airport for not checking in online, all of the Ryanair staff I dealt with at Bati airport were so rude and disrespectful towards me. As a young girl travelling alone not knowing the language this was upsetting and extremely uncalled for. One of the worst flying experiences I have ever had. I am really appalled by Ryanair behaviour today.",,Solo Leisure,Economy Class,Bati,Rome,October 2015,3.0,5.0,,1.0,1.0,no,,
1508,2015-10-04,5,United Kingdom,,"""last time we are flying with Ryanair""","For a one hour flight, Ryanair were not the greatest. It's nothing to shout home about. However, because we forgot to check in online, we were stung with a £100 charge at Luton airport, and this took a big chunk of our holiday money. The flight was smooth, and we were glad we booked priority seats, because flying with Ryanair before, we were well aware of how uncomfortable the seats can be. However, they are not exactly the most comfortable of seats at the front row too. The staff were very nice. The price of the food was too expensive. It cost us £5.50 for a ham and cheese panini, which was priced as €5 in the brochure.  Our flight was £200, and all of those charges on top of that was not worth the time or day for a one hour flight. After going through that, this is the last time we are flying with Ryanair.",,Couple Leisure,Economy Class,London,Dublin,October 2015,2.0,4.0,2.0,4.0,1.0,no,,
1509,2015-10-04,3,United States,,"""called my honesty into question""","I booked our flights with Ryanair months ago via their website. All seemed to be fine until I tried to print out my boarding passes that same morning as our flight. I tried several times but their site would not complete the process and I had no choice but to leave for the airport. Ryanair charges for printing up boarding passes at the airport (20 pounds a person) so I went to the customer service desk and explained my situation to them. Without blinking an eyelash, their service person said there was nothing she could do and I had to pay the charge regardless. She even called my honesty into question. While we were waiting in line, we had conversations with 2 other passengers that encountered the same problem. Reviewing others comments online, I can now see that this is an ongoing complaint with Ryanair. I will challenge this charge with my credit card company, but for now I just want to alert others to this scam. This is a budget airline and they live up to the title, the seats did not even recline (at least on our flight) and their customer service should be call customer disservice, just horrible.",,Couple Leisure,Economy Class,Stansted,Zaragoza,October 2015,2.0,1.0,,3.0,2.0,no,,
1510,2015-10-04,9,China,,"""the cheapest airfare""","On-line check in, bag-drop at airport all good, flight on time. Though its a budget airline, the seat leg room is still good, cabin crew friendly. Ryanair provided the cheapest airfare.",Boeing 737-800,Couple Leisure,Economy Class,Edinburgh,Dublin,September 2015,4.0,4.0,,5.0,5.0,yes,,
1511,2015-10-03,3,Pakistan,,"""worst check-in experience""","The worst check-in experience I have had. They charged me 40/50 EUR at the airport to check in without any baggage. The inflight experience was poor, the seats look like plastic. Yes its a low cost airline but I have flown low cost airlines and none has been this substandard. Will avoid it by all costs unless they are the only airline flying to my destination.",Boeing 737,Solo Leisure,Economy Class,PRG,BRE,August 2015,1.0,2.0,,1.0,1.0,no,,
1512,2015-10-02,10,United Kingdom,,"""improved their service""","I flew with Ryanair 6 years ago to Italy and vowed I would never use them again.  I broke that vow as they were the only airline who flew into Jerez. They have improved their service both on the ground and in the air. The young crew showed exceptional customer service throughout, smiling and joking with passengers. Hopefully other Ryanair crews are up to that excellent standard. We will certainly use you again after this service, and I just hope it wasn't a one off.",Boeing 737-800,Couple Leisure,Economy Class,Jerez,Stansted,October 2015,4.0,5.0,4.0,5.0,3.0,yes,,
1513,2015-10-02,2,New Zealand,,"""gobsmacked to be charged £50 extra""","We arrived at Stansted after an earlier long-haul flight from New Zealand. Unfamiliar with Ryanair online check-in and baggage check procedures. Noted one free checked bag (11kg) and was gobsmacked to be charged £50 extra for desk check-in and £45 for baggage check-in. This more than tripled the cost of the flight. Even if I mastered online check-in, I would never use Ryanair again and will advise others to not make the same mistaken choice.",,Solo Leisure,Economy Class,Stansted,Budapest,September 2015,1.0,2.0,,1.0,1.0,no,,
